id,Id,Sentence,predicted_relations_id,predicted_relations
1961,1960,"<s>అబ్బురపరిచే పర్వతాలు, కొండలపై వెలసిన బౌద్ధ ఆరామాలు, ప్రాకృతిక సౌందర్యంతో పర్యాటకులను కట్టిపడేసే హిమాలయ దేశం- <e2>భూటాన్</e2>! మహానగరాల్లో నిత్యం భారీ రద్దీని, తీవ్రమైన కాలుష్యాన్ని చూసిన వారికి, భూటాన్ రాజధాని <e1>థింపూ</e1> చాలా భిన్నంగా అనిపిస్తుంది.</s>",22,capital_of
1962,1961,<s>1952 में <e1>सरला ग्रेवाल</e1> ने ‘<e2>भारतीय प्रशासनिक सेवा</e2>’ में प्रवेश किया</s>,10,employer
1963,1962,"<s>হাদেস বা <e1>হেডিস</e1> (প্রাচীন গ্রিক ভাষায়: ᾍδης হাদ্যাস্‌, ইংরেজি রূপ: Hades হেইডীজ়্‌) গ্রিক পুরান অনুযায়ী পাতালপুরীর দেবতা এবং পাতালপুরীর নাম, হাদেস <e2>ক্রোনোস</e2> ও রিয়ার পুত্র এবং গ্রিক পুরাণের বারো অলিম্পিয়ানদের মধ্যে অন্যতম</s>",6,father
1964,1963,<s>ఫస్ట్ క్లాస్ <e2>క్రికెట్</e2>లో 300లకు పైగా పరుగులు చేసిన <e1>గగన్ ఖోడా</e1> ఆడిన అంతర్జాతీయ వన్డే మ్యాచులు రెండే రెండు. ఆయన 1998 మే 14న మొహాలీలో బంగ్లాదేశ్‌తో తన తొలి వన్డే ఆడారు.</s>,2,sport
1965,1964,<s>तोह दोस्तों <e2>मुबारक खिलजी</e2> की बात करे तोह यह था खिलजी वंश का आखरी शासक और <e1>अलाउद्दीन खिलजी</e1> का बेटा था  कहा जाता है की यह बहुत ही मोजिला शासक था अलाउद्दीन खिलजी ने जो इतनी मुश्किल से साम्रज्य खड़ा किया था उस पर पानी फेर दिया</s>,13,child
1966,1965,"<s>নোয়াখালী জেলার <e2>মুহুরী নদী</e2>, যা ছোট <e1>ফেনী নদী</e1> নামেও পরিচিত, ফেনী নদীর মোহনায় এসে মিলিত হয়েছে</s>",16,tributary
1967,1966,"<s><e2>আমাল মালিক</e2> (হিন্দি: अमाल मलिक) হলেন একজন ভারতীয় চলচ্চিত্র সঙ্গীত পরিচালক এবং গায়ক, তিনি সর্দার মালিক এর নাতি,দেবু মালিক এর ছেলে ,<e1>আরমান মালিক</e1> এর ভাই এবং অনু মালিক এর ভাতিজা</s>",3,sibling
1968,1967,"<s>సంసార జీవితంపైన కోరికతో తాను మోహించిన సత్యవతిని వివాహమాడాలని నిశ్చయించుకుని <e2>శంతనుడు</e2> సత్యవతి తల్లిదండ్రులను సంప్రదించాడు. అప్పటికే భీష్ముడిని పుత్రుడిగా కలిగిన శంతనుడికి తమ కుమార్తెను ఇచ్చి వివాహం చేయటానికి వారు నిరాకరించారు. దానితో మనస్తాపం చెందిన తన తండ్రి ప్రవర్తనలోని తేడాను గమనించి, మంత్రి ద్వారా తండ్రి కోరికను తెలుసుకుని తానే స్వయంగా తండ్రి వివాహం జరిపించడానికి సిద్ధమయ్యాడు <e1>భీష్ముడు</e1>. ఈ వివాహంకోసం సత్యవతి తల్లిదండ్రులు పెట్టిన అన్ని ఆంక్షలను అంగీకరించి, తాను రాజ్యాధికారం చేపట్టనని, రాజ్య సంరక్షణా బాధ్యతను స్వీకరిస్తానని, తన పుత్రుల ద్వారా ఎలాంటి అడ్డంకులు లేకుండా ఉండేందుకు, అసలు వివాహమే చేసుకోనని భీష్మించి, తన తండ్రికి సత్యవతితో వివాహం జరిపించాడు. ఈ భీషణ ప్రతినకు గాను అతడు భీష్ముడు అని ప్రసిద్ధుడయ్యాడు. తన వివాహం కోసం ఇంతటి త్యాగానికి సిద్ధపడిన పుత్రుని అభినందించి, తాను ఎప్పుడు కోరుకుంటే అప్పుడు మరణం సంభవించే స్వచ్ఛంద మరణ వరాన్ని భీష్మునికి ప్రసాదించాడు శంతనుడు.తన తండ్రి కోసం అతను బ్రహ్మచారి గా ఉంచానని ప్రతిజ్ఙ చేసిన గొప్ప వాడు.</s>",6,father
1969,1968,"<s>నందమూరి బాలకృష్ణ, సుహాసిని జంటగా.. పి.బి.ఆర్ట్ ప్రొడక్షన్స్ బ్యానర్‌పై, <e2>కోడి రామకృష్ణ</e2> దర్శకత్వంలో, ఎమ్ఆర్‌వి ప్రసాద్ (బాలకృష్ణ తోడల్లుడు) నిర్మించిన ఫ్యామిలీ ఎంటర్‌టైనర్.. ‘<e1>బాల గోపాలుడు</e1>’.. ఆబాల గోపాలాన్నీ, ముఖ్యంగా మహిళా ప్రేక్షకులను అలరించిన ‘బాల గోపాలుడు’ 1989 అక్టోబర్ 13న విడుదలైంది. 2019 అక్టోబర్ 13 నాటికి ‘బాల గోపాలుడు’ 30 ఏళ్లు పూర్తి చేసుకుంటోంది.</s>",15,director
1970,1969,"<s>1966, డిసెంబర్ 15న జన్మించిన కార్ల్ హూపర్ (Carl Llewellyn Hooper) వెస్ట్‌ఇండీస్కు చెందిన ప్రముఖ మాజీ <e2>క్రికెట్</e2> క్రీడాకారుడు. 1980 దశాబ్దం చివరిలో గార్డన్ గ్రెనిడ్జ్, డెస్మండ్ హేన్స్, <e1>మాల్కం మార్షల్</e1>, కోర్ట్నీ వాల్ష్ దిగ్గజాలు ఆడే సమయంలో వెస్ట్‌ఇండీస్ జట్టులో ప్రవేశించి దాదాపు 21 సంవత్సరాలపాటు అంతర్జాతీయ క్రికెట్ ఆడినాడు.</s>",2,sport
